Log file open, 04/08/15 00:28:48
LogInit:Display: Running engine for game: Mayhem3d
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.04.07-12.33.21:491][972]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:491][972]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/IWBE_Tutorial.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/IWBE_Tutorial.uasset' is outside repository
'
[2015.04.07-12.33.21:491][972]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/IWBE_Blutility.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/IWBE_Bridge1.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/IWBE_Bridge2.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/NewBlueprint.uasset"'
[2015.04.07-12.33.21:508][973]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:508][973]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/IWBE_Blutility.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/InWorldBlueprintEditing/TutorialAssets/IWBE_Blutility.uasset' is outside repository
'
[2015.04.07-12.33.21:508][973]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/LandscapeWalkThrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/Landscape_Manage_Mode.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/Landscape_Painting_Mode.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/Landscape_Sculpt_Mode.uasset"'
[2015.04.07-12.33.21:508][973]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:508][973]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/LandscapeWalkThrough.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/LandscapeWalkThrough.uasset' is outside repository
'
[2015.04.07-12.33.21:508][973]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape_Material.uasset"'
[2015.04.07-12.33.21:524][974]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:524][974]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Landscape/TutorialAssets/Landscape.uasset' is outside repository
'
[2015.04.07-12.33.21:525][974]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/CreatingSigningCertAndProvisionTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/InstallingiTunesTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/SettingUpAndroidTutorial.uasset"'
[2015.04.07-12.33.21:525][974]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:525][974]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/CreatingSigningCertAndProvisionTutorial.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/CreatingSigningCertAndProvisionTutorial.uasset' is outside repository
'
[2015.04.07-12.33.21:525][974]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/TutorialAssets/android_Icon.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/TutorialAssets/IOS.uasset"'
[2015.04.07-12.33.21:541][975]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:541][975]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/TutorialAssets/android_Icon.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Mobile/TutorialAssets/android_Icon.uasset' is outside repository
'
[2015.04.07-12.33.21:541][975]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/FlipbookEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/SpriteEditorTutorial.uasset"'
[2015.04.07-12.33.21:558][976]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:558][976]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/FlipbookEditorTutorial.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/FlipbookEditorTutorial.uasset' is outside repository
'
[2015.04.07-12.33.21:558][976]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DFlipbook_TutorialIcon.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DSprite_64x.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DSprite_TutorialIcon.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/TutorialFlipBook.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/TutorialSprite.uasset"'
[2015.04.07-12.33.21:558][976]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:558][976]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DFlipbook_TutorialIcon.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DFlipbook_TutorialIcon.uasset' is outside repository
'
[2015.04.07-12.33.21:558][976]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/MaterialEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/NewBlueprint.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/ParticleSystemEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/PersonaAnimBlueprintEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/PersonaAnimBlueprintEditorWalkthrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorWalkthrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/PersonaWalkthrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/SkeletalMeshEditorTutorial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/SkeletalMeshEditorWalkthrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/SkeletonModeWalkthrough.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/StaticMeshEditorTutorial.uasset"'
[2015.04.07-12.33.21:574][977]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:574][977]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset' is outside repository
'
[2015.04.07-12.33.21:575][977]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/android_Icon.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_Editor_Preferences_General_40x.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/icon_ShowSkeletalMeshes_40x.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/iOS.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialAnimationBlueprint.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialParticleSystem.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Tutorial_DM.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_SmokeSubUV_8X8.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_soft_smoke.uasset"'
[2015.04.07-12.33.21:575][977]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:575][977]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/android_Icon.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/android_Icon.uasset' is outside repository
'
[2015.04.07-12.33.21:575][977]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialCharacter.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_AnimBlueprint.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_PhysicsAsset.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Skeleton.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Idle.uasset" "C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Walk_Fwd.uasset"'
[2015.04.07-12.33.21:591][978]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutResults=''
[2015.04.07-12.33.21:591][978]LogSourceControl:Error: RunCommandInternalRaw: ExecProcess ReturnCode=128 OutErrors='fatal: C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset: 'C:/Program Files/Epic Games/4.7/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset' is outside repository
'
[2015.04.07-12.33.21:591][978]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/151237__owlstorm__hard-female-footstep-3.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/151237__owlstorm__hard-female-footstep-3_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/593369_Soundtrack-quotVerg.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/610063_Protector.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/611923_Hidden-Daggers.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/611923_Hidden-Daggers_Cue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/614874_Kindred-Unknown.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Audio/614874_Kindred-Unknown_Cue.uasset"'
[2015.04.07-12.33.21:608][979]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:608][979]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Blueprints/GameHUD.uasset"'
[2015.04.07-12.33.21:608][979]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:608][979]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/CharacterAnimBP.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Mayhem_Mage.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/PlayerCharacter.uasset"'
[2015.04.07-12.33.21:624][980]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:624][980]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/cxdxcvx.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/Idle_Anim.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/Idle_jog.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/instant_attack.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/jog.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/mayhemChar_PhysicsAsset.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/MayhemChar_Skeleton.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/MayhemChar_Skel_Mesh.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Animations/standing_attack.uasset"'
[2015.04.07-12.33.21:641][981]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:641][981]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/lambert1.uasset"'
[2015.04.07-12.33.21:658][982]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:658][982]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Blue/Brawler_Blue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Blue/Healer_Blue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Blue/Ranger_Blue.uasset"'
[2015.04.07-12.33.21:658][982]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:658][982]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Red/Brawler_Red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Red/Healer_Red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Materials/Red/Ranger_Red.uasset"'
[2015.04.07-12.33.21:675][983]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:675][983]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Nrm.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Occlusion.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Specular.uasset"'
[2015.04.07-12.33.21:692][984]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:692][984]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Blue/Albedo_1.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Blue/Albedo_3.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Blue/Albedo_5.uasset"'
[2015.04.07-12.33.21:692][984]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:692][984]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Red/Albedo_2.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Red/Albedo_4.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Character/Textures/Red/Albedo_6.uasset"'
[2015.04.07-12.33.21:708][985]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:708][985]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/EmptyMap.umap" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/Lobby.umap" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/MainMenu.umap" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Maps/MiniTDmatch_2.umap"'
[2015.04.07-12.33.21:724][986]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults='?? Mayhem3d/Content/Maps/Lobby.umap
'
[2015.04.07-12.33.21:724][986]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_AssetPlatform.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Basic_Floor.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Basic_Wall.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_Beveled.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_New.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Clay_Old.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Cut_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Brick_Hewn_Stone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ceramic_Tile_Checker.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Pebble.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Rough.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_CobbleStone_Smooth.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_ColorGrid_LowSpec.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Grime.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Panels.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Poured.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Concrete_Tiles.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Glass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Grass.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Gravel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Ground_Moss.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Brushed_Nickel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Burnished_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Chrome.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Copper.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Gold.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Rust.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Metal_Steel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Basalt.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Marble_Polished.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Sandstone.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Rock_Slate.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Checker_Dot.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Hex_Tile.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Hex_Tile_Pulse.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Tech_Panel.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Lake.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Ocean.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Water_Ocean_red.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Floor_Walnut_Polished.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Floor_Walnut_Worn.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Oak.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Pine.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/M_Wood_Walnut.uasset"'
[2015.04.07-12.33.21:741][987]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:741][987]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/01_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/02_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/03_-_Default.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/fence_1.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/lambert1.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/path_01_obj.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/pillar_01.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/platform_bottom_r.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/red_statue.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/spire_obj.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Materials/OBJ/stairs_straight_1.uasset"'
[2015.04.07-12.33.21:741][987]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=''
[2015.04.07-12.33.21:758][988]LogSourceControl: RunCommandInternalRaw: 'git status --porcelain --ignored "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/GameOver.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/LobbyWidget.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/MainMenu.uasset" "C:/Users/Mike/Desktop/prototype 3/Mayhem3d/Content/Menus/NewWidgetBlueprint.uasset"'
[2015.04.07-12.33.21:758][988]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=0 OutResults=' M Mayhem3d/Content/Menus/LobbyWidget.uasset
'
